item.id,item.name,volume,category,subcategory
2237,Boru Irish Vodka,1750,Vodka,Miscellaneous Vodkas
2238,Effen Vodka,750,Vodka,Vodkas
2241,Effen Black Cherry Vodka,750,Vodka,Vodkas
2243,Absolut Cherrykran,750,Vodka,Vodkas
2246,Ciroc Luxury Vodka,375,Vodka,Vodkas
2252,Chopin Vodka,750,Vodka,Vodkas
2257,Grey Goose Le Citron,750,Vodka,Vodkas
2264,Finlandia Imp Vodka 80prf,750,Vodka,Vodkas
2267,Grey Goose Vodka,200,Vodka,Vodkas
2270,Fris Danish Vodka,750,Vodka,Vodkas
2273,Fris Danish Vodka,1750,Vodka,Vodkas
2276,La Collection Musician,750,Vodka,Vodkas
2278,Effen Cucumber,750,Vodka,Vodkas
2282,Grey Goose Vodka Mini,600,Vodka,Vodkas
2285,Grey Goose Vodka,1000,Vodka,Vodkas
2288,Grey Goose Vodka,375,Vodka,Vodkas
2291,Grey Goose Vodka,1750,Vodka,Vodkas
2294,Grey Goose Vodka,750,Vodka,Vodkas
2297,Grey Goose Vodka L'orange,750,Vodka,Vodkas
2299,Ketel One Citroen,750,Vodka,Vodkas
2301,Ketel One Imported Vodka,375,Vodka,Vodkas
2304,Ketel One Imported Vodka,750,Vodka,Vodkas
2307,Ketel One Imported Vodka,1000,Vodka,Vodkas
2310,Ketel One Imported Vodka,1750,Vodka,Vodkas
2318,Pearl Vodka,750,Vodka,Vodkas
2324,Pearl Vodka PET,1750,Vodka,Vodkas
2327,Pinnacle Citrus,750,Vodka,Vodkas
2328,Pinnacle Vodka,1750,Vodka,Vodkas
2331,Pinnacle Vodka,750,Vodka,Vodkas
2335,Grey Goose La Poire Vodka,750,Vodka,Vodkas
2337,Pinnacle Raspberry,750,Vodka,Vodkas
2340,Pinnacle Cherry,750,Vodka,Vodkas
2341,Quadro Russian Vodka,750,Vodka,Vodkas
2349,Sobieski Vodka,750,Vodka,Vodkas
2356,Pearl Pomegranate Vodka,750,Vodka,Vodkas
2359,Stolichnaya Cranberi Vodka,750,Vodka,Vodkas
2361,Stolichnaya Elit Vodka,750,Vodka,Vodkas
2365,Stolichnaya Ohranj Vodka,750,Vodka,Vodkas
2367,Stolichnaya Ohranj Vodka,1000,Vodka,Vodkas
2369,Stolichnaya Russian Vodka 80prf,375,Vodka,Vodkas
2375,Stolichnaya Russian Vodka 80 Prf,750,Vodka,Vodkas
2377,Stolichnaya Premium Vodka 80 Proof (lv),1000,Vodka,Miscellaneous Vodkas
2378,Stolichnaya Premium Vodka 80 Proof (lv),1000,Vodka,Vodkas
2383,Stolichnaya Russian Vodka 80 Prf,1750,Vodka,Vodkas
2386,Reyka Vodka,750,Vodka,Vodkas
2392,Pinnacle Grape,750,Vodka,Vodkas
2393,Stolichnaya Blueberi,750,Vodka,Vodkas
2395,Stolichnaya Blueberi,1000,Vodka,Vodkas
2397,Svedka Raspberry Vodka,750,Vodka,Vodkas
2402,Svedka,375,Vodka,Vodkas
2406,Svedka Vodka,750,Vodka,Vodkas
2410,Svedka Vodka,1750,Vodka,Vodkas
2413,Svedka,200,Vodka,Vodkas
2414,Svedka Clementine Vodka,750,Vodka,Vodkas
2416,Svedka Citron Vodka,750,Vodka,Vodkas
2419,Tanqueray Sterling Vodka,750,Vodka,Vodkas
2422,Stoli Razberi (raspberry),750,Vodka,Vodkas
2426,Stolichnaya Razberi Vodka 75 Proof,1000,Vodka,Vodkas
2428,Stolichnaya Razberi,375,Vodka,Vodkas
2429,Stoli Strasberri Vodka,750,Vodka,Vodkas
2433,Stolichnaya Vanil,750,Vodka,Vodkas
2435,Stolichnaya Vanil Vodka 75 Proof,1000,Vodka,Vodkas
2438,Three Olives Berry Vodka,750,Vodka,Vodkas
2441,Three Olives Vodka,1750,Vodka,Vodkas
2445,Three Olives Vodka,750,Vodka,Vodkas
2448,Three Olives Vanilla Vodka,750,Vodka,Vodkas
2450,Three Olives Raspberry Vodka,750,Vodka,Vodkas
2453,Three Olives Chocolate Vodka,750,Vodka,Vodkas
2455,Three Olives Cherry Vodka,750,Vodka,Vodkas
2459,Three Olives Grape Vodka,750,Vodka,Vodkas
2464,Three Olives Pomegranate Vodka,750,Vodka,Vodkas
2469,Russian Standard Original Vodka,750,Vodka,Vodkas
2471,Three Olives Mango Flavored Vodka,750,Vodka,Vodkas
2476,Pearl Blueberry Vodka,750,Vodka,Vodkas
2478,Pearl Plum,750,Vodka,Vodkas
2480,Sobieski Vodka,1750,Vodka,Vodkas
2486,Pinnacle,1000,Vodka,Vodkas
2493,Barton Vodka,200,Vodka,80 Proof Vodkas
2496,Barton Vodka,375,Vodka,80 Proof Vodkas
2499,Barton Vodka Pet,750,Vodka,80 Proof Vodkas
2502,Barton Vodka,750,Vodka,80 Proof Vodkas
2505,Barton Vodka,1000,Vodka,80 Proof Vodkas
2508,Barton Vodka,1750,Vodka,80 Proof Vodkas
2509,Absolut Mango Vodka,750,Vodka,Vodkas
2511,Burnett's Vodka 80 Prf PET,750,Vodka,80 Proof Vodkas
2514,Burnett's Vodka 80 Prf,750,Vodka,80 Proof Vodkas
2518,Burnett's Vodka 80 Prf,1750,Vodka,80 Proof Vodkas
2522,Svedka Traveler,750,Vodka,Vodkas
2525,Svedka Cherry Vodka,750,Vodka,Vodkas
2531,Three Olives Bubble Vodka,750,Vodka,Vodkas
2532,Midnight Moon Apple Pie w/ Drinking Jar,750,Misc,Miscellaneous Liquors
2535,Pinnacle Tropical Punch,750,Vodka,Vodkas
2539,Bakon Vodka,750,Vodka,Flavored Vodkas
2547,Clearheart Vodka,750,Vodka,80 Proof Vodkas
2549,Pinnacle Whipped,750,Vodka,Vodkas
2551,Pinnacle Whipped,1750,Vodka,Vodkas
2556,Pearl Caramel Vodka,750,Vodka,Vodkas
2557,Pearl Citrus,750,Vodka,Vodkas
2561,Pearl Cucumber Vodka,750,Vodka,Vodkas
2566,Death's Door Vodka,750,Vodka,80 Proof Vodkas
2569,"Three Olives """"""""dude"""""""" Vodka",750,Vodka,Vodkas
2574,Barton Vodka Mini,600,Vodka,80 Proof Vodkas
2576,Pinnacle Cake Vodka,750,Vodka,Vodkas
2578,Pinnacle Coconut,750,Vodka,Vodkas
2590,Pinnacle Red Berry,750,Vodka,Vodkas
2591,Three Olives Cake Flavored Vodka,750,Vodka,Vodkas
2598,Five O'clock Vodka,200,Vodka,80 Proof Vodkas
2602,Five O'clock Vodka,375,Vodka,80 Proof Vodkas
2607,Five O'clock Vodka,750,Vodka,80 Proof Vodkas
2611,Five O'clock Vodka,1000,Vodka,80 Proof Vodkas
2615,Five O'clock Vodka,1750,Vodka,80 Proof Vodkas
2621,Five O'clock PET Vodka,750,Vodka,80 Proof Vodkas
2623,Grey Goose Cherry Noir,750,Vodka,Vodkas
2628,Fleischmann's Royal Vodka,375,Vodka,80 Proof Vodkas
2631,Fleischmann's Royal Vodka,750,Vodka,80 Proof Vodkas
2634,Fleischmann's Royal Vodka,1000,Vodka,80 Proof Vodkas
2637,Fleischmann's Royal Vodka 80 Prf,1750,Vodka,80 Proof Vodkas
2639,Pinnacle Pineapple,750,Vodka,Vodkas
2640,Pearl Red Berry Vodka,750,Vodka,Vodkas
2642,Three Olives Loopy Flavored Vodka,750,Vodka,Vodkas
2644,Stolichnaya Hot,750,Vodka,Vodkas
2647,44 North Magic Valley,750,Vodka,80 Proof Vodkas
2649,Pinnacle Blackberry,750,Vodka,Vodkas
2652,Fuzzy's Ultra Premium Vodka,750,Vodka,80 Proof Vodkas
2655,Pinnacle Peach,750,Vodka,Vodkas
2659,Pearl Peach,750,Vodka,Vodkas
2662,La Collection Fish,375,Vodka,Vodkas
2664,Fuzzy's Ultra Premium Vodka,1750,Vodka,80 Proof Vodkas
2674,Deep Eddy,750,Vodka,80 Proof Vodkas
2680,Pinnacle Salted Caramel,750,Vodka,Vodkas
2686,Gordon's Vodka 80 Prf,750,Vodka,80 Proof Vodkas
2689,Gordon's Vodka 80 Prf - Pet,1750,Vodka,80 Proof Vodkas
2690,"Michael Godard """"""""Mr. Smooth""""""""",750,Vodka,Vodkas
2692,Pinnacle Cinnabon,750,Vodka,Vodkas
2693,Pinnacle King Cake,750,Misc,Miscellaneous Liquors
2694,Three Olives Elvis Coconut Water,750,Vodka,Vodkas
2698,Blaum Bros. Vodka,750,Vodka,80 Proof Vodkas
2699,La Collection $100 Banknote,200,Vodka,Vodkas
2700,La Collection Santa Claus,1000,Vodka,Vodkas
2701,La Collection Race Car,1000,Vodka,Vodkas
2702,Three Olives Jacked Apple,750,Vodka,Vodkas
2703,Ketel One,200,Vodka,Vodkas
2706,Dehner Distillery Vodka,750,Vodka,80 Proof Vodkas
2707,Hangar One,750,Vodka,80 Proof Vodkas
2712,Cooper's Chase Vodka Mini,600,Vodka,80 Proof Vodkas
2714,Cooper's Chase Vodka,750,Vodka,80 Proof Vodkas
2715,Zyr Vodka,750,Vodka,Vodkas
2716,Zyr Vodka,1750,Vodka,Vodkas
2717,Hawkeye Vodka 80 Prf Mini,500,Vodka,100 Proof Vodkas
2724,Hawkeye Vodka,200,Vodka,80 Proof Vodkas
2727,Hawkeye Vodka,375,Vodka,80 Proof Vodkas
2730,Hawkeye Vodka,750,Vodka,80 Proof Vodkas
2733,Hawkeye Vodka,750,Vodka,80 Proof Vodkas
2736,Hawkeye Vodka,1000,Vodka,80 Proof Vodkas
2739,Hawkeye Vodka,1750,Vodka,80 Proof Vodkas
2740,Svedka Grapefruit Jalapeno Mini,600,Vodka,Vodkas
2741,Svedka Grapefruit Jalapeno,750,Vodka,Vodkas
2743,Svedka 100 Proof,375,Vodka,Vodkas
2747,Svedka 100 Proof,750,Vodka,Vodkas
2748,Stolichnaya Night Edition,750,Vodka,Vodkas
2749,Three Olives Blueberry,750,Vodka,Vodkas
2750,La Collection Tiger,375,Vodka,Vodkas
2756,Griffon Vodka,1000,Vodka,80 Proof Vodkas
2757,Ketel One 325 Anniversary Bottle,1000,Vodka,Vodkas
2759,Three Olives Peach,750,Vodka,Vodkas
2760,Three Olives Pineapple,750,Vodka,Vodkas
2762,Three Olives Strawberry,750,Vodka,Vodkas
2764,Crystal Head Aurora Vodka,750,Vodka,Miscellaneous Vodkas
2765,Crystal Head Aurora Vodka,750,Vodka,Miscellaneous Vodkas
2772,Penthouse Spirits Vodka,750,Vodka,Vodkas
2778,Medea Vodka,750,Vodka,Vodkas
2782,Chick's Vodka,750,Vodka,80 Proof Vodkas
2784,La Collection Santa Claus,1000,Vodka,Vodkas
2800,Ingenioz,750,Vodka,80 Proof Vodkas
2828,Kinky Vodka Mini,500,Vodka,80 Proof Vodkas
2831,Kinky Vodka,750,Vodka,80 Proof Vodkas
2834,Kinky Vodka,1750,Vodka,80 Proof Vodkas
2849,Korski Vodka,1000,Vodka,80 Proof Vodkas
2852,Korski Vodka,1750,Vodka,80 Proof Vodkas
2867,Ciroc Luxury Vodka,1000,Vodka,Vodkas
2871,Ciroc Luxury Vodka,750,Vodka,Vodkas
2876,Mccormick Vodka,750,Vodka,100 Proof Vodkas
2880,McCormick Vodka,1000,Vodka,100 Proof Vodkas
2884,Menage a Trois,750,Vodka,80 Proof Vodkas
2887,McCormick Vodka Mini,500,Vodka,80 Proof Vodkas
2890,Mccormick Vodka,200,Vodka,80 Proof Vodkas
2893,Mccormick Vodka Pet,375,Vodka,80 Proof Vodkas
2894,Mccormick Vodka PET,1000,Vodka,80 Proof Vodkas
2895,Mccormick Vodka Pet,1750,Vodka,100 Proof Vodkas
2901,New Amsterdam Vodka Mini,500,Vodka,80 Proof Vodkas
2905,New Amsterdam Vodka,200,Vodka,80 Proof Vodkas
2908,New Amsterdam Vodka,375,Vodka,80 Proof Vodkas
2911,New Amsterdam Vodka,750,Vodka,80 Proof Vodkas
2914,New Amsterdam Vodka,1000,Vodka,80 Proof Vodkas
2917,New Amsterdam Vodka,1750,Vodka,80 Proof Vodkas
2918,Nikolai Vodka,200,Vodka,80 Proof Vodkas
2921,Nikolai Vodka,375,Vodka,80 Proof Vodkas
2924,Nikolai Vodka,750,Vodka,80 Proof Vodkas
2927,Nikolai Vodka,1750,Vodka,80 Proof Vodkas
2934,Mr. Boston Riva,1000,Vodka,80 Proof Vodkas
2936,Opulent Mini,500,Vodka,80 Proof Vodkas
2938,Opulent Vodka,750,Vodka,80 Proof Vodkas
2942,Opulent,1750,Vodka,80 Proof Vodkas
2946,Outerspace Vodka Mini,1000,Vodka,80 Proof Vodkas
2950,Outerspace Vodka,750,Vodka,80 Proof Vodkas
2953,Paramount Vodka,1000,Vodka,80 Proof Vodkas
2955,UV Vodka PET,750,Vodka,80 Proof Vodkas
2958,Uv Vodka,750,Vodka,80 Proof Vodkas
2959,UV Vodka,1000,Vodka,80 Proof Vodkas
2962,UV Vodka PET,1750,Vodka,80 Proof Vodkas
2967,Phillips Vodka,750,Vodka,80 Proof Vodkas
2970,Phillips Vodka,1000,Vodka,80 Proof Vodkas
2973,Phillips Vodka,1750,Vodka,80 Proof Vodkas
2976,Phillips Vodka Ez Pack,750,Vodka,80 Proof Vodkas
2979,Popov Vodka 80 Prf,200,Vodka,80 Proof Vodkas
2982,Popov Vodka 80 Prf,375,Vodka,80 Proof Vodkas
2985,Popov Vodka 80 Prf,750,Vodka,80 Proof Vodkas
2988,Popov Vodka 80 Prf,1000,Vodka,80 Proof Vodkas
2991,Popov Vodka 80 Prf,1750,Vodka,80 Proof Vodkas
2994,Popov Vodka 80 Prf Traveler,750,Vodka,80 Proof Vodkas
2999,Prairie Organic Vodka,750,Vodka,80 Proof Vodkas
3008,River Baron Artisian Spirit,750,Vodka,80 Proof Vodkas
3012,River Pilot Vodka,750,Vodka,80 Proof Vodkas
3016,Salute American Vodka,750,Vodka,80 Proof Vodkas
3020,Seagrams Extra Smooth,200,Vodka,80 Proof Vodkas
3024,Seagrams Vodka,750,Vodka,80 Proof Vodkas
3027,Seagrams Vodka,1750,Vodka,80 Proof Vodkas
3030,Seagrams Extra Smooth,375,Vodka,80 Proof Vodkas
3035,Skol Vodka,375,Vodka,80 Proof Vodkas
3038,Skol Vodka Traveler,750,Vodka,80 Proof Vodkas
3041,Skol Vodka,750,Vodka,80 Proof Vodkas
3044,Skol Vodka,1000,Vodka,80 Proof Vodkas
3048,Skol Vodka,1750,Vodka,80 Proof Vodkas
3052,Skyy Vodka,375,Vodka,80 Proof Vodkas
3055,Skyy Vodka,750,Vodka,80 Proof Vodkas
3058,Skyy Vodka,1000,Vodka,80 Proof Vodkas
3061,Skyy Vodka,1750,Vodka,80 Proof Vodkas
3065,Smirnoff Vodka 80 Prf Mini,500,Vodka,80 Proof Vodkas
3069,Smirnoff Vodka 80 Prf,200,Vodka,80 Proof Vodkas
3073,Smirnoff Vodka 80 Prf,375,Vodka,80 Proof Vodkas
3077,Smirnoff Vodka 80 Prf,750,Vodka,80 Proof Vodkas
3081,Smirnoff Vodka 80 Prf,1000,Vodka,80 Proof Vodkas
3085,Smirnoff Vodka 80 Prf,1750,Vodka,80 Proof Vodkas
3086,Smirnoff Coconut,750,Vodka,Flavored Vodkas
3090,Smirnoff Vodka Traveller,750,Vodka,80 Proof Vodkas
3094,Smirnoff Vodka 80 Prf Pet,1750,Vodka,80 Proof Vodkas
3095,Soldier Valley Vodka,750,Vodka,80 Proof Vodkas
3103,Swell Vodka,750,Vodka,80 Proof Vodkas
3106,Swell Vodka,1000,Vodka,80 Proof Vodkas
3110,Platinum 7X Vodka PET,750,Vodka,80 Proof Vodkas
3113,Platinum 7x Vodka,1750,Vodka,80 Proof Vodkas
3117,Platinum 7x Vodka,100,Vodka,80 Proof Vodkas
3120,360 Vodka,750,Vodka,80 Proof Vodkas
3126,Titos Handmade Vodka,375,Vodka,80 Proof Vodkas
3132,Titos Vodka,750,Vodka,80 Proof Vodkas
3136,Titos Handmade Vodka,1000,Vodka,80 Proof Vodkas
3140,Titos Handmade Vodka,1750,Vodka,80 Proof Vodkas
3145,Titos Handmade Mini,600,Vodka,80 Proof Vodkas
3153,Wisconsin Club Vodka,1000,Vodka,80 Proof Vodkas
3156,Wisconsin Club Vodka,1750,Vodka,80 Proof Vodkas
3160,La Collection Flag,200,Vodka,Vodkas
3192,Skyy Coastal Cranberry Mini,500,Vodka,Flavored Vodkas
3193,Skyy Coastal Cranberry,750,Vodka,Flavored Vodkas
3200,Smirnoff Vodka 100 Prf,750,Vodka,100 Proof Vodkas
3204,Smirnoff Vodka 100 Prf,1750,Vodka,100 Proof Vodkas
3233,Bakon Rosemary Vodka,750,Vodka,Flavored Vodkas
3234,Shady Fruit Real Valencia Orange Mini,500,Vodka,Flavored Vodkas
3236,Shady Fruit Valencia Orange,750,Vodka,Flavored Vodkas
3239,UV Sangria Mini,500,Vodka,Flavored Vodkas
3241,UV Sangria,750,Vodka,Flavored Vodkas
3242,Shady Fruit Real Ruby Red Grapefruit Mini,500,Vodka,Flavored Vodkas
3244,Shady Fruit Ruby Red Grapefruit,750,Vodka,Flavored Vodkas
3246,Deep Eddy Lemon Mini,600,Vodka,Flavored Vodkas
3249,Deep Eddy Lemon Vodka,750,Vodka,Flavored Vodkas
3250,Skyy Infusions Texas Grapefruit Mini,500,Vodka,Flavored Vodkas
3251,Skyy Infusions Texas Grapefruit,750,Vodka,Flavored Vodkas
3252,Skyy Infusions Pacific Blueberry Mini,500,Vodka,Flavored Vodkas
3253,Skyy Infusions Pacific Blueberry,750,Vodka,Flavored Vodkas
3255,New Amsterdam Mango,200,Vodka,Flavored Vodkas
3257,New Amsterdam Mango,375,Vodka,Flavored Vodkas
3259,New Amsterdam Mango,750,Vodka,Flavored Vodkas
3261,New Amsterdam Mango,1750,Vodka,Flavored Vodkas
3262,Seagram's Red Berry Flavored Vodka,750,Vodka,Flavored Vodkas
3264,Menage a Trois Berry,750,Vodka,Flavored Vodkas
3265,Menage a Trois Citrus,750,Vodka,Flavored Vodkas
3266,Dueces Wild Vodka,1750,Vodka,100 Proof Vodkas
3272,Burnett's Mango Pineapple,750,Vodka,Flavored Vodkas
3276,Deep Eddy Cranberry Mini,600,Vodka,Flavored Vodkas
3278,Deep Eddy Cranberry,750,Vodka,Flavored Vodkas
3279,Deep Eddy Ruby Red,1750,Vodka,Flavored Vodkas
3280,Seagram's Peach Flavored Vodka,750,Vodka,Flavored Vodkas
3282,New Amsterdam Orange,200,Vodka,Flavored Vodkas
3283,New Amsterdam Orange,375,Vodka,Flavored Vodkas
3285,New Amsterdam Orange,750,Vodka,Flavored Vodkas
3287,New Amsterdam Pineapple,200,Vodka,Flavored Vodkas
3289,New Amsterdam Pineapple,375,Vodka,Flavored Vodkas
3291,New Amsterdam Pineapple,750,Vodka,Flavored Vodkas
3293,Skyy Infusions Vanilla Bean,750,Vodka,Flavored Vodkas
3297,UV Sriracha,750,Vodka,Flavored Vodkas
3298,Skyy Infusions Georgia Peach,750,Vodka,Flavored Vodkas
3300,Prairie Organic Cucumber,750,Vodka,Flavored Vodkas
3302,Smirnoff Cinna-Sugar Twist,750,Vodka,Flavored Vodkas
3304,Smirnoff Wild Honey,750,Vodka,Flavored Vodkas
3306,Smirnoff Amaretto,750,Vodka,Flavored Vodkas
3309,New Amsterdam Coconut,750,Vodka,Flavored Vodkas
3311,New Amsterdam Citron,200,Vodka,Flavored Vodkas
3313,New Amsterdam Citron,750,Vodka,Flavored Vodkas
3314,New Amsterdam Citron,1750,Vodka,Flavored Vodkas
3318,New Amsterdam Peach,1750,Vodka,Flavored Vodkas
3320,New Amsterdam Red Berry,1750,Vodka,Flavored Vodkas
3322,Deep Eddy Ruby Red Mini,600,Vodka,Flavored Vodkas
3324,Deep Eddy Ruby Red,750,Vodka,Flavored Vodkas
3329,Deep Eddy Sweet Tea,750,Vodka,Flavored Vodkas
3335,Burnett's Strawberry Banana,750,Vodka,Flavored Vodkas
3337,Burnett's Tropical Punch,750,Vodka,Flavored Vodkas
3340,UV Candy Bar Mini,500,Vodka,Flavored Vodkas
3342,UV Candy Bar,750,Vodka,Flavored Vodkas
3346,UV Peach,750,Vodka,Flavored Vodkas
3349,UV Salty Watermelon Mini,500,Vodka,Flavored Vodkas
3350,UV Salty Watermelon,750,Vodka,Flavored Vodkas
3351,Skyy Infusions Moscato Grape,750,Vodka,Flavored Vodkas
3354,Taaka King Cake Vodka,750,Vodka,Miscellaneous Vodkas
3356,Skyy Infusions Wild Strawberry,750,Vodka,Flavored Vodkas
3358,Smirnoff Root Beer Float,750,Vodka,Flavored Vodkas
3361,Smirnoff Iced Cake,750,Vodka,Flavored Vodkas
3366,Pride of the Wapsi,375,Vodka,Flavored Vodkas
3367,Skinnygirl Bare Naked,750,Vodka,Low Proof Vodkas
3369,Skinnygirl Cucumber,750,Vodka,Flavored Vodkas
3373,New Amsterdam Peach,200,Vodka,Flavored Vodkas
3375,New Amsterdam Peach,375,Vodka,Flavored Vodkas
3377,New Amsterdam Peach,750,Vodka,Flavored Vodkas
3380,New Amsterdam Red Berry,200,Vodka,Flavored Vodkas
3382,New Amsterdam Red Berry,375,Vodka,Flavored Vodkas
3384,New Amsterdam Red Berry,750,Vodka,Flavored Vodkas
3389,Rumchata w/Thermal Cup,750,Misc,Miscellaneous Liquors
3393,UV Chocolate Cake Mini,500,Vodka,Flavored Vodkas
3395,UV Chocolate Cake,750,Vodka,Flavored Vodkas
3399,UV Whipped,750,Vodka,Flavored Vodkas
3423,Skyy Infusions Citrus,750,Vodka,Flavored Vodkas
3426,Skyy Infusions Pineapple,750,Vodka,Flavored Vodkas
3433,Hawkeye Bacon Vodka,1000,Vodka,Flavored Vodkas
3439,Smirnoff Silver Vodka 90 Prf,750,Vodka,Other Proof Vodkas
3440,Smirnoff Grape Vodka,750,Vodka,Flavored Vodkas
3441,Smirnoff Passion Fruit Vodka,750,Vodka,Flavored Vodkas
3444,Smirnoff Fluffed Marshmallow,750,Vodka,Flavored Vodkas
3448,Smirnoff Whipped Cream,750,Vodka,Flavored Vodkas
3454,Smirnoff Pomegranate Vodka,750,Vodka,Flavored Vodkas
3458,360 Double Chocolate Vodka,750,Vodka,Flavored Vodkas
3462,Jeremiah Weed Sweet Tea Vodka,750,Vodka,Flavored Vodkas
3464,Jeremiah Weed Sweet Tea,1000,Vodka,Flavored Vodkas
3466,Jeremiah Weed Sweet Tea Vodka,1750,Vodka,Flavored Vodkas
3469,Jeremiah Weed Peach Sweet Tea,750,Vodka,Flavored Vodkas
3473,Sweet Carolina Sweet Tea Flavored Vodka,750,Vodka,Flavored Vodkas
3478,Rain Cucumber Vodka,750,Vodka,Flavored Vodkas
3484,Seagrams Sweet Tea,750,Vodka,Flavored Vodkas
3486,Firefly Sweet Tea Vodka,750,Vodka,Flavored Vodkas
3496,Burnett's Grape Vodka,750,Vodka,Flavored Vodkas
3499,Burnett's Cherry Vodka,750,Vodka,Flavored Vodkas
3505,Burnetts Raspberry Vodka,750,Vodka,Flavored Vodkas
3508,Burnett's Watermelon,750,Vodka,Flavored Vodkas
3511,Burnett's Citrus,750,Vodka,Flavored Vodkas
3519,Uv Pink Lemonade Vodka,750,Vodka,Flavored Vodkas
3521,Burnett's Pineapple,750,Vodka,Flavored Vodkas
3526,360 Sorrento Lemon Vodka,750,Vodka,Flavored Vodkas
3528,44 North Huckleberry,750,Vodka,Flavored Vodkas
3530,Hawkeye Blue Raspberry Vodka,1000,Vodka,Flavored Vodkas
3531,Hangar One Citron,750,Vodka,Flavored Vodkas
3533,Hangar One Mandarin,750,Vodka,Flavored Vodkas
3536,Hangar One Lime,750,Vodka,Flavored Vodkas
3540,Uv Blue (raspberry) Vodka,375,Vodka,Flavored Vodkas
3543,Uv Grape Vodka,750,Vodka,Flavored Vodkas
3545,Uv Grape Vodka,1750,Vodka,Flavored Vodkas
3547,Uv Citruv (citrus) Vodka,750,Vodka,Flavored Vodkas
3550,Burnett's Blue Raspberry Vodka,750,Vodka,Flavored Vodkas
3553,Uv Red (cherry) Vodka,1750,Vodka,Flavored Vodkas
3555,Uv Blue Raspberry Vodka Traveller,750,Vodka,Flavored Vodkas
3558,Uv Blue (raspberry) Vodka,1750,Vodka,Flavored Vodkas
3560,Uv Blue (raspberry) Vodka,750,Vodka,Flavored Vodkas
3562,Uv Blue (raspberry) Vodka,1000,Vodka,Flavored Vodkas
3564,Uv Green (apple) Vodka,750,Vodka,Flavored Vodkas
3566,Uv Ivory (vanilla) Vodka,750,Vodka,Flavored Vodkas
3568,Uv Orange Vodka,750,Vodka,Flavored Vodkas
3572,Uv Red (cherry) Vodka,750,Vodka,Flavored Vodkas
3574,Uv Red (cherry) Vodka,1000,Vodka,Flavored Vodkas
3576,Phillips Lime Flavored Vodka,1000,Vodka,Flavored Vodkas
3583,Uv Blue Raspberry Vodka Mini,500,Vodka,Flavored Vodkas
3593,Burnett's Limeade Vodka,750,Vodka,Flavored Vodkas
3594,Everclear Alcohol,750,Misc,Alcohol
3598,Uv Cherry Red Vodka Mini,500,Vodka,Flavored Vodkas
3600,Uv Coconut Vodka,750,Vodka,Flavored Vodkas
3609,Burnett's Fruit Punch,750,Vodka,Flavored Vodkas
3612,360 Concord Grape Vodka,750,Vodka,Flavored Vodkas
3614,360 Mandarin Orange Vodka,750,Vodka,Flavored Vodkas
3616,360 Madagascar Vanilla Vodka,750,Vodka,Flavored Vodkas
3619,360 Bing Cherry Vodka,750,Vodka,Flavored Vodkas
3621,360 Georgia Peach Vodka,750,Vodka,Flavored Vodkas
3629,Uv Cake Vodka,750,Vodka,Flavored Vodkas
3632,Uv Cake Vodka,500,Vodka,Flavored Vodkas
3634,Appleton Signature Blend,750,Rum,Jamaica Rum
3636,UV Cake Vodka,1750,Vodka,Flavored Vodkas
3645,UV Cake Vodka,1000,Vodka,Flavored Vodkas
3649,UV Sugar Crush Mini,3000,Vodka,Flavored Vodkas
3650,UV Sugar Crush,750,Vodka,Flavored Vodkas
3651,UV Salty Caramel Apple,750,Misc,Miscellaneous Liquors
3652,Dehner Distillery 151,750,Misc,Alcohol
3655,UV Ruby Red Grapefruit Mini,500,Vodka,Flavored Vodkas
3657,UV Ruby Red Grapefruit,750,Vodka,Flavored Vodkas
3658,Blue Chair Bay Vanilla Rum,750,Rum,Flavored Rum
3660,Myers's Rum Original Dark,750,Rum,Jamaica Rum
3662,Myers's Rum Original Dark,1000,Rum,Jamaica Rum
3663,Malibu Peaches N' Cream,500,Distilled Spirits,Distilled Spirits Specialty
3664,Malibu Peaches N' Cream,750,Distilled Spirits,Distilled Spirits Specialty
3667,Blue Chair Bay Banana Rum Mini,500,Rum,Flavored Rum
3668,Blue Chair Bay Coconut Rum Mini,500,Rum,Flavored Rum
3669,Blue Chair Bay Coconut Spiced Rum Mini,500,Rum,Flavored Rum
3670,Blue Chair Bay Vanilla Rum Mini,500,Rum,Flavored Rum
3672,Blue Chair Bay Banana,750,Rum,Flavored Rum
3676,Malibu Swirl,750,Rum,Flavored Rum
3678,Malibu Orange Float,750,Rum,Flavored Rum
3679,Sugar Island Spiced,750,Rum,Spiced Rum
3680,Sugar Island Coconut,750,Rum,Flavored Rum
3681,Blue Chair Bay White,750,Rum,Flavored Rum
3685,Blue Chair Bay Coconut,750,Rum,Flavored Rum
3689,Blue Chair Bay Coconut Spiced,750,Rum,Flavored Rum
3696,Malibu Red,750,Rum,Flavored Rum
3699,Malibu Sunshine,750,Rum,Flavored Rum
3701,Bacardi 8 Rum,750,Rum,Puerto Rico & Virgin Islands Rum
3703,Shellback Silver,750,Rum,Barbados Rum
3705,Shellback Spiced,750,Rum,Spiced Rum
3706,Disaronno Amaretto w/Sour Mix,750,Misc,Miscellaneous Liquors
3709,Mt. Gay Black Barrel,750,Rum,Barbados Rum
3712,Kirk & Sweeney,750,Rum,Spiced Rum
3714,Gosling's Black Seal,750,Rum,Flavored Rum
